,Clap_Count,ICI Median,Average Rate,ICI STD,ICI in quarts,Initial ICI Median,Initial ICI in quarts,Type,Instance,Participant
41,15,0.2599999999999998,3.553299492385787,0.0739913864900861,0.08499999999999996,,,Entrance,0,ADQ044
42,27,0.2400000000000002,3.761755485893418,0.04951211241062454,0.025000000000000022,,,Entrance,0,ADQ045
43,33,0.3000000000000007,3.2761310452418124,0.008728715609439728,0.010000000000001119,,,Entrance,0,ADQ046
44,47,0.27999999999999936,3.6023054755043225,0.006633249580710378,8.881784197001252e-16,,,Entrance,0,ADQ047
45,20,0.5399999999999991,1.4156285390713477,0.2805334204689345,0.4800000000000004,3.3000000000000003,0.0,Entrance,0,ADQ048
46,29,0.3600000000000003,1.8181818181818192,0.4511429928525989,0.2400000000000002,1.1600000000000001,0.0,Entrance,0,ADQ049
47,41,0.3000000000000007,3.276539973787684,0.0155777619273974,0.020000000000000462,,,Entrance,0,ADQ051
48,30,0.2999999999999998,2.653927813163482,0.3638076414810442,0.030000000000000693,,,Entrance,0,ADQ052
49,42,0.33999999999999986,2.884615384615385,0.03100868364730228,0.04999999999999982,0.40000000000000036,0.019999999999999574,Entrance,0,ADQ053
50,35,0.2999999999999998,2.3692003948667306,0.29177089235081066,0.024999999999999467,1.06,0.0,Entrance,0,ADQ054
51,41,0.3000000000000007,3.264417845484221,0.025391192246095096,0.03000000000000025,0.2799999999999998,0.06000000000000005,Entrance,0,ADQ055
52,42,0.2999999999999998,3.3707865168539315,0.0073379938570530615,1.1102230246251565e-15,0.30000000000000027,0.04000000000000048,Entrance,0,ADQ056
53,32,0.379999999999999,2.642276422764227,0.017593705167998627,0.040000000000000036,,,Entrance,0,ADQ057
54,23,0.27000000000000024,3.0911901081916557,0.08610122561631482,0.12749999999999928,,,Entrance,0,ADQ058
55,26,0.27499999999999947,3.564356435643563,0.023129360567500448,0.040000000000000924,,,Entrance,0,ADQ059
56,43,0.3000000000000007,3.2459425717852666,0.019187335566822287,0.019999999999998685,,,Entrance,0,ADQ060
57,29,0.33999999999999986,2.857142857142856,0.07472170590486632,8.881784197001252e-16,,,Entrance,0,ADQ061
58,24,0.3800000000000008,2.3411371237458187,0.12618014333257227,0.03000000000000025,,,Entrance,0,ADQ062
59,31,0.27999999999999936,3.6585365853658534,0.01926173649372306,0.010000000000000786,,,Entrance,0,ADQ063
60,27,0.4800000000000004,1.9867549668874174,0.06360938489054782,0.07500000000000062,0.3799999999999999,0.0,Entrance,0,ADQ064
61,28,0.33999999999999986,3.0120481927710836,0.032216373738242474,8.881784197001252e-16,,,Entrance,0,ADQ065
62,42,0.27999999999999936,3.6710719530102796,0.03218177538089938,0.05999999999999872,,,Entrance,0,ADQ066
63,42,0.3200000000000003,3.114186851211072,0.03332051035408092,0.045000000000000595,0.26000000000000023,0.020000000000000018,Entrance,0,ADR067
64,42,0.2699999999999996,3.738317757009349,0.013593476696402654,0.019999999999999574,,,Entrance,0,ADR068
65,39,0.35999999999999943,2.9284164859002164,0.059336310306571105,0.05000000000000071,0.39999999999999947,0.0,Entrance,0,ADR069
66,23,0.5200000000000009,1.9261637239165332,0.03188521078284809,0.03999999999999915,,,Entrance,0,ADR070
67,12,0.2950000000000004,2.0979020979020975,0.6956270334719387,0.0974999999999997,,,Entrance,0,ADR071
68,49,0.2799999999999985,3.7333333333333383,0.01832972547472616,0.01999999999999924,0.2400000000000002,0.040000000000000036,Entrance,0,AEQ077
69,17,0.3150000000000006,3.112840466926066,0.0632323756736474,0.022499999999999853,,,Entrance,0,AEQ078
70,43,0.2400000000000002,4.071661237785014,0.023993054550570665,0.0,,,Entrance,0,AEQ079
71,16,0.32499999999999996,1.8066847335140022,0.39595686899618665,0.39999999999999913,,,Entrance,0,AEQ080
72,42,0.27000000000000046,3.652968036529682,0.010555237727226302,0.010000000000000675,,,Entrance,0,AEQ081
73,30,0.37999999999999945,2.4598930481283414,0.12722952400546073,0.020000000000000462,,,Entrance,0,AEQ082
74,26,0.3200000000000003,3.206106870229006,0.014359334113755977,0.010000000000000231,,,Entrance,0,AEQ084
75,10,0.28,3.4364261168384953,0.017919573407620504,0.019999999999998685,,,Entrance,0,AEQ085
76,45,0.2799999999999998,3.586800573888091,0.0043969686527577274,8.881784197001252e-16,,,Entrance,0,AEQ087
77,44,0.2649999999999997,3.7151702786377734,0.04353076539910458,0.03249999999999931,,,Entrance,0,AEQ088
78,15,0.35999999999999943,1.923076923076923,0.4272912095723218,0.04000000000000048,,,Entrance,0,AEQ089
79,40,0.2400000000000002,4.05405405405406,0.00912870929175263,0.019999999999998685,,,Entrance,0,AER090
80,16,0.22999999999999998,4.347826086956524,0.01732050807568866,0.020000000000000018,0.21999999999999975,0.009999999999999787,Speech,1,ADQ001
81,20,0.26000000000000023,3.8461538461538445,0.013228756555322902,0.010000000000000231,0.27000000000000024,0.019999999999999463,Speech,1,ADQ003
82,17,0.28000000000000025,3.524229074889866,0.005175491695067546,0.009999999999999787,0.29000000000000004,0.010000000000000675,Speech,1,ADQ004
83,17,0.2999999999999998,3.26086956521739,0.04472135954999574,0.020000000000000462,0.3200000000000003,0.10999999999999988,Speech,1,ADQ005
84,16,0.33999999999999986,2.9702970297029707,0.03674234614174777,0.07000000000000028,0.3799999999999999,0.0,Speech,1,ADQ006
85,14,0.3799999999999999,2.743902439024389,0.019436506316150726,0.03999999999999915,0.3799999999999999,0.0,Speech,1,ADQ007
86,12,0.2400000000000002,4.0935672514619865,0.0053452248382483735,0.009999999999999787,,,Speech,1,ADQ008
87,15,0.34000000000000075,2.9411764705882306,3.510833468576701e-16,0.0,0.34000000000000075,0.010000000000000009,Speech,1,ADQ009
88,17,0.29499999999999993,3.34448160535117,0.016633299933166243,0.01749999999999996,0.29000000000000004,0.029999999999999694,Speech,1,ADQ010
89,12,0.33999999999999986,2.8368794326241136,0.035757117173667995,0.057499999999999774,0.31000000000000005,0.010000000000000231,Speech,1,ADQ011
90,16,0.29000000000000004,3.4482758620689626,0.010690449676496985,0.019999999999999796,0.28000000000000025,0.0,Speech,1,ADQ012
91,11,0.2599999999999998,3.8461538461538494,0.0,0.0,,,Speech,1,ADQ013
92,16,0.2400000000000002,4.093567251461987,0.01133893419027667,0.009999999999999787,,,Speech,1,ADQ014
93,6,0.3600000000000001,1.8735362997658078,0.3756494376410004,0.3249999999999996,0.3600000000000001,0.5349999999999997,Speech,1,ADQ015
94,20,0.2599999999999998,3.862660944206012,0.009279607271383284,0.009999999999999787,0.25,0.03500000000000103,Speech,1,ADQ016
95,10,0.3200000000000003,2.431610942249239,0.3123842642826757,0.05249999999999977,1.1800000000000002,0.0,Speech,1,ADQ019
96,11,0.28000000000000025,3.4129692832764493,0.03128720008068639,0.007500000000000062,0.28,0.015000000000000457,Speech,1,ADQ020
97,14,0.26000000000000023,3.719008264462809,0.010540925533894796,0.020000000000000462,0.28000000000000025,0.06999999999999984,Speech,1,ADQ021
98,14,0.2999999999999998,3.358208955223882,0.015634719199411454,0.0,0.31999999999999984,0.06000000000000005,Speech,1,ADQ022
99,19,0.2400000000000002,4.166666666666663,0.0,0.0,0.2400000000000002,0.0,Speech,1,ADQ023
100,11,0.3250000000000002,3.1007751937984485,0.010350983390135368,0.009999999999999787,0.33000000000000007,0.03000000000000025,Speech,1,ADQ024
101,9,0.3200000000000003,3.1674208144796374,0.013972762620115504,0.015000000000000346,,,Speech,1,ADQ025
102,15,0.31000000000000005,3.0612244897959178,0.04163331998932275,0.03000000000000047,0.3800000000000001,0.21999999999999975,Speech,1,ADQ026
103,18,0.28000000000000025,3.571428571428568,0.0,0.0,0.28000000000000025,0.010000000000000231,Speech,1,ADQ027
104,9,0.2999999999999998,3.2374100719424455,0.020275875100994316,0.02999999999999936,0.29000000000000004,0.009999999999999787,Speech,1,ADQ028
105,17,0.33999999999999986,3.0303030303030307,0.031224989991991966,0.050000000000000266,0.3500000000000001,0.029999999999999805,Speech,1,ADQ029
106,17,0.2599999999999998,3.977272727272727,0.015735915849388566,0.009999999999999787,,,Speech,1,ADQ030
107,12,0.2799999999999998,3.546099290780143,0.013165611772087582,0.01750000000000007,0.26000000000000023,0.03999999999999959,Speech,1,ADQ031
108,14,0.2999999999999998,2.114803625377644,0.461761637128735,0.0,,,Speech,1,ADQ032
109,15,0.25,3.9215686274509793,0.016903085094570402,0.02499999999999969,0.28000000000000025,0.020000000000000462,Speech,1,ADQ033
110,10,0.3800000000000001,2.05761316872428,0.19732657646089583,0.1500000000000004,0.3599999999999999,0.04000000000000026,Speech,1,ADQ034
111,7,0.5499999999999998,1.7241379310344822,0.2039607805437113,0.13999999999999968,0.4400000000000004,0.0,Speech,1,ADQ035
112,11,0.3600000000000003,1.171875,0.5851495535331114,1.0999999999999992,1.4599999999999995,0.0,Speech,1,ADQ036
113,18,0.3200000000000002,3.105590062111802,0.004216370213557877,7.771561172376096e-16,0.32999999999999985,0.025000000000000133,Speech,1,ADQ037
114,18,0.2599999999999998,3.8461538461538494,0.0,0.0,0.2599999999999998,0.0,Speech,1,ADQ038
115,16,0.27,3.5971223021582723,0.05329165037789696,0.029999999999999805,0.26000000000000023,0.17000000000000015,Speech,1,ADQ039
116,14,0.28000000000000025,3.557312252964425,0.0033333333333332993,0.0,0.28000000000000025,0.010000000000000231,Speech,1,ADQ040
117,15,0.2400000000000002,4.142011834319524,0.003779644730092192,0.0,,,Speech,1,ADQ041
118,15,0.33000000000000007,2.693602693602692,0.13788582233137672,0.024999999999999467,0.7100000000000002,0.42999999999999994,Speech,1,ADQ042
119,18,0.28000000000000025,3.503184713375794,0.009341987329938337,0.010000000000000009,0.30000000000000027,0.040000000000000036,Speech,1,ADQ043
120,15,0.25,4.022988505747126,0.008997354108424182,0.01499999999999968,,,Speech,1,ADQ044
121,17,0.2999999999999998,3.260869565217392,0.014142135623731145,0.0,0.3200000000000003,0.02000000000000024,Speech,1,ADQ046
122,15,0.2599999999999998,3.8961038961038965,0.019999999999999907,0.03999999999999915,0.2400000000000002,0.010000000000000009,Speech,1,ADQ047
123,5,0.8000000000000007,1.2773722627737223,0.12983506020002025,0.2200000000000002,,,Speech,1,ADQ048
124,10,0.345,2.9268292682926824,0.018348478592697004,0.03249999999999942,,,Speech,1,ADQ049
125,14,0.33000000000000007,2.9850746268656714,0.00755928946018451,0.009999999999999787,0.33000000000000007,0.03000000000000025,Speech,1,ADQ051
126,9,0.2599999999999998,1.9880715705765413,0.6308380669131078,6.661338147750939e-16,0.26000000000000023,0.39000000000000024,Speech,1,ADQ052
127,16,0.3799999999999999,2.644230769230769,0.027502066038093263,0.04000000000000015,0.3600000000000003,0.040000000000000924,Speech,1,ADQ053
128,16,0.2999999999999998,3.361344537815127,0.008864052604279082,0.0024999999999999467,0.31000000000000005,0.06999999999999984,Speech,1,ADQ054
129,14,0.2400000000000002,4.2735042735042725,0.013498971154211078,7.771561172376096e-16,0.23999999999999932,0.01999999999999913,Speech,1,ADQ055
130,11,0.4449999999999996,2.3310023310023316,0.0406748625620841,0.050000000000000155,0.3999999999999999,0.0849999999999993,Speech,1,ADQ057
131,2,0.39999999999999947,2.5000000000000036,0.0,0.0,,,Speech,1,ADQ059
132,13,0.3500000000000001,2.6706231454005933,0.1046555195762641,0.03999999999999915,0.3200000000000003,0.0,Speech,1,ADQ060
133,12,0.33999999999999986,2.9702970297029707,0.037080992435478355,0.050000000000000266,0.3800000000000001,0.019999999999999796,Speech,1,ADQ061
134,9,0.3200000000000003,3.2258064516129035,0.07141428428542837,0.11999999999999966,,,Speech,1,ADQ062
135,8,0.2999999999999998,3.3333333333333384,5.132905769563414e-16,4.440892098500626e-16,,,Speech,1,ADQ063
136,11,0.42999999999999994,2.244389027431421,0.04034572812303388,0.020000000000000018,0.42999999999999994,0.009999999999999565,Speech,1,ADQ064
137,13,0.33999999999999986,2.930402930402932,0.003535533905932662,0.0,0.33999999999999986,0.0,Speech,1,ADQ065
138,14,0.33999999999999986,2.973977695167287,0.011877349391654008,0.014999999999999347,0.33999999999999986,0.0,Speech,1,ADR067
139,12,0.2999999999999998,3.389830508474577,0.012247448713915993,0.015000000000000013,,,Speech,1,ADR068
140,12,0.4399999999999995,2.272727272727274,0.009999999999999898,0.009999999999999343,0.43000000000000016,0.029999999999999805,Speech,1,ADR069
141,8,0.4800000000000004,2.120141342756183,0.03371448748930736,0.022500000000000187,,,Speech,1,ADR070
142,10,0.54,1.8711018711018712,0.0403457281230339,0.04999999999999982,0.5599999999999998,0.05999999999999983,Speech,1,ADR071
143,13,0.33999999999999986,2.9702970297029703,0.009999999999999806,0.0,0.33999999999999986,0.0,Speech,1,AEQ077
144,8,0.71,1.3769363166953534,0.42677988639176945,0.8125000000000006,1.1400000000000001,0.0,Speech,1,AEQ079
145,15,0.2599999999999998,3.7634408602150557,0.009759000729485448,0.010000000000000009,,,Speech,1,AEQ080
146,17,0.3000000000000007,3.249097472924186,0.009718253158075592,0.020000000000000462,0.3200000000000003,0.020000000000000018,Speech,1,AEQ081
147,13,0.3799999999999999,2.6666666666666665,0.009258200997725317,0.004999999999999893,0.3600000000000003,0.0,Speech,1,AEQ082
148,16,0.27000000000000046,3.571428571428568,0.01581138830084156,0.02999999999999936,0.28000000000000025,0.020000000000000018,Speech,1,AEQ083
149,10,0.3199999999999994,2.710843373493978,0.11384687571958708,0.009999999999999787,0.46999999999999975,0.16999999999999993,Speech,1,AEQ084
150,8,0.3600000000000003,2.6881720430107525,0.017888543819997934,0.019999999999999574,,,Speech,1,AEQ085
151,15,0.2999999999999998,3.404255319148938,0.02065879266282791,0.0050000000000000044,0.25,0.009999999999999787,Speech,1,AEQ087
152,12,0.28000000000000114,3.3653846153846145,0.03302235894778252,0.03500000000000014,,,Speech,1,AEQ088
153,11,0.33999999999999986,2.8846153846153864,0.027325202042558647,0.044999999999999374,,,Speech,1,AEQ089
154,15,0.2849999999999999,1.5936254980079676,0.6693867129160628,0.3074999999999998,2.0400000000000005,0.0,Speech,1,AER090
155,18,0.3550000000000002,2.5559105431309894,0.1376408369634536,0.15500000000000003,0.35,0.31999999999999973,Speech,2,ADQ001
156,5,0.3599999999999999,2.348993288590605,0.23049635881846708,0.08999999999999986,,,Speech,2,ADQ003
157,11,0.2599999999999998,1.8229166666666674,0.43291244705273474,0.6250000000000001,0.84,0.05999999999999983,Speech,2,ADQ004
158,20,0.25,3.724928366762178,0.05351731088257848,0.050000000000000266,0.21999999999999975,0.029999999999999805,Speech,2,ADQ005
159,19,0.3099999999999996,3.2258064516129066,0.009999999999999787,0.019999999999999574,,,Speech,2,ADQ006
160,10,0.31999999999999984,3.133159268929506,0.006685579234215369,8.881784197001252e-16,0.33000000000000007,0.009999999999999787,Speech,2,ADQ007
161,21,0.33499999999999974,2.576489533011273,0.14316511446578034,0.08500000000000052,0.33999999999999997,0.1550000000000002,Speech,2,ADQ008
162,19,0.3200000000000003,3.0303030303030267,0.016514456476895596,0.015000000000000235,0.3200000000000003,0.0,Speech,2,ADQ009
163,13,0.39999999999999947,2.5252525252525255,0.006992058987800833,0.007500000000000617,,,Speech,2,ADQ010
164,19,0.31000000000000005,3.317535545023699,0.0609990091794869,0.09500000000000008,0.21999999999999975,0.19999999999999996,Speech,2,ADQ011
165,18,0.33999999999999986,2.956989247311829,0.0040451991747793665,0.0,,,Speech,2,ADQ012
166,6,0.2599999999999998,3.91304347826087,0.013333333333333253,0.019999999999999574,,,Speech,2,ADQ013
167,23,0.21999999999999975,4.545454545454543,0.012472191289246523,0.007500000000000728,,,Speech,2,ADQ014
168,12,0.2999999999999998,3.3333333333333353,0.0,0.0,,,Speech,2,ADQ015
169,23,0.27999999999999936,3.2994923857868015,0.0642111900144897,0.010000000000000231,0.44999999999999973,0.029999999999999805,Speech,2,ADQ016
170,24,0.29000000000000004,3.457446808510635,0.008623164985025215,0.01999999999999824,0.2999999999999998,0.009999999999999787,Speech,2,ADQ018
171,16,0.33999999999999986,2.915451895043733,0.006749485577105436,0.0,,,Speech,2,ADQ019
172,12,0.3450000000000002,2.7210884353741487,0.09658957218326145,0.14749999999999996,0.28000000000000025,0.0,Speech,2,ADQ020
173,24,0.2200000000000002,4.210526315789473,0.0367114052131933,0.020000000000000462,0.21999999999999975,0.0,Speech,2,ADQ021
174,20,0.2599999999999998,3.731343283582089,0.01751190071541825,8.881784197001252e-16,0.30999999999999994,0.07,Speech,2,ADQ022
175,26,0.21999999999999975,4.067796610169495,0.06639528095680694,5.551115123125783e-16,0.4399999999999995,0.0,Speech,2,ADQ023
176,10,0.3000000000000007,2.690582959641253,0.27758154684977726,0.035000000000000586,1.2499999999999998,1.0500000000000003,Speech,2,ADQ024
177,23,0.2999999999999998,3.3419023136246784,0.02059997510578529,0.029999999999999805,0.27999999999999936,0.020000000000000018,Speech,2,ADQ025
178,16,0.3200000000000003,3.0508474576271167,0.019860625479688178,0.0,,,Speech,2,ADQ026
179,20,0.30499999999999994,2.8520499108734394,0.1696847567304343,0.06499999999999989,0.27000000000000024,0.1649999999999997,Speech,2,ADQ027
180,20,0.29999999999999893,3.4161490683229827,0.013483997249264638,0.019999999999999574,,,Speech,2,ADQ028
181,20,0.31000000000000005,3.2738095238095224,0.01863525495593574,0.029999999999999583,,,Speech,2,ADQ029
182,23,0.25,4.029304029304028,0.007507571935295322,0.009999999999999787,,,Speech,2,ADQ030
183,19,0.3199999999999994,2.4714828897338412,0.22962343756011305,0.020000000000000462,2.1100000000000003,1.19,Speech,2,ADQ031
184,20,0.3200000000000003,3.0927835051546375,0.006513389472789157,0.0024999999999999467,0.3200000000000003,0.0,Speech,2,ADQ032
185,20,0.2400000000000002,4.137931034482756,0.009374368665610814,0.0024999999999999467,0.2200000000000002,0.020000000000000018,Speech,2,ADQ033
186,14,0.43999999999999995,2.240325865580448,0.040316926289767616,0.06500000000000039,,,Speech,2,ADQ034
187,12,0.33999999999999986,1.8771331058020477,0.6325992555969527,2.220446049250313e-16,,,Speech,2,ADQ035
188,18,0.43999999999999995,2.272727272727273,0.023094010767585355,0.04000000000000048,0.44999999999999996,0.010000000000000453,Speech,2,ADQ036
189,19,0.3400000000000001,2.926829268292682,0.003892494720807601,8.881784197001252e-16,0.3500000000000001,0.029999999999999805,Speech,2,ADQ037
190,6,0.9600000000000009,1.2716763005780343,0.5474353427989962,0.6500000000000008,0.33999999999999986,0.0,Speech,2,ADQ038
191,11,0.42999999999999994,2.3148148148148144,0.058461763382383305,0.09749999999999981,,,Speech,2,ADQ039
192,18,0.3199999999999994,3.1339031339031362,0.0030151134457775453,6.661338147750939e-16,,,Speech,2,ADQ040
193,10,0.2500000000000001,4.0650406504065035,0.011401754250991408,0.01000000000000012,0.26,0.0399999999999997,Speech,2,ADQ041
194,13,0.34999999999999964,2.8806584362139938,0.007559289460184412,0.010000000000000009,,,Speech,2,ADQ042
195,16,0.2899999999999998,2.5531914893617027,0.3303671052668899,0.07500000000000007,0.3799999999999999,0.0,Speech,2,ADQ043
196,20,0.28000000000000025,3.5369774919614154,0.01793929156399931,0.034999999999999254,,,Speech,2,ADQ044
197,24,0.3000000000000007,2.857142857142857,0.16817649459223882,0.030000000000000693,0.9,1.5800000000000007,Speech,2,ADQ046
198,19,0.28000000000000025,3.571428571428577,0.023094010767585053,0.019999999999999463,,,Speech,2,ADQ047
199,7,0.48499999999999965,1.595744680851064,0.4338272243717087,0.0900000000000003,0.3200000000000003,0.0,Speech,2,ADQ048
200,19,0.6200000000000003,1.48560817084494,0.32691933255774275,0.6449999999999998,0.7200000000000006,0.4800000000000002,Speech,2,ADQ049
201,19,0.2999999999999998,3.2738095238095273,0.008201995322647069,0.009999999999999787,,,Speech,2,ADQ051
202,17,0.31000000000000005,2.8776978417266177,0.09096702699330102,0.03249999999999953,0.5999999999999996,0.0,Speech,2,ADQ052
203,19,0.3700000000000001,2.654867256637169,0.01775250729197186,0.012499999999999734,0.41999999999999993,0.0,Speech,2,ADQ053
204,19,0.31999999999999984,3.0898876404494393,0.012862913567871798,8.881784197001252e-16,,,Speech,2,ADQ054
205,19,0.2599999999999998,3.6144578313252995,0.03284490643597412,0.010000000000000897,0.3600000000000003,0.0,Speech,2,ADQ055
206,12,0.46000000000000085,2.1505376344086007,0.015811388300841653,0.00749999999999984,,,Speech,2,ADQ057
207,17,0.3099999999999996,1.9780219780219768,0.45637460246794825,0.20999999999999908,,,Speech,2,ADQ058
208,19,0.25,2.6627218934911245,0.3479263970695206,0.03999999999999915,,,Speech,2,ADQ059
209,14,0.3600000000000003,2.8871391076115493,0.10585581961070706,0.15000000000000036,,,Speech,2,ADQ060
210,22,0.28500000000000036,3.4782608695652164,0.012880570286640662,0.019999999999999574,0.2599999999999998,0.0,Speech,2,ADQ061
211,13,0.5399999999999998,1.327014218009479,0.4113132278794004,0.6375000000000004,0.72,0.8400000000000002,Speech,2,ADQ062
212,19,0.2799999999999996,1.9553072625698316,0.3618299035747034,0.5399999999999996,0.8000000000000003,0.0,Speech,2,ADQ063
213,13,0.4099999999999999,2.2988505747126435,0.061689185077739336,0.10000000000000053,,,Speech,2,ADQ064
214,15,0.33000000000000007,2.9816513761467895,0.018536173919925656,0.029999999999999583,0.3200000000000003,0.030000000000000027,Speech,2,ADQ065
215,18,0.2599999999999998,4.032258064516133,0.026997942308422212,0.015000000000000346,,,Speech,2,ADQ066
216,18,0.28000000000000025,3.6036036036035983,0.006215815605080851,2.220446049250313e-16,0.28000000000000025,0.0,Speech,2,ADR067
217,20,0.2599999999999998,3.9301310043668134,0.007264831572567635,0.009999999999999787,,,Speech,2,ADR068
218,14,0.48,1.6620498614958448,0.42234913031612603,0.05999999999999961,1.9400000000000004,0.0,Speech,2,ADR069
219,13,0.5800000000000001,1.8302828618968385,0.10726348188202053,0.029999999999999805,0.22999999999999998,0.030000000000000027,Speech,2,ADR071
220,21,0.2999999999999998,3.1700288184438037,0.026215886925159148,0.03000000000000025,,,Speech,2,AEQ077
221,23,0.27999999999999936,3.6363636363636367,0.006741998624632426,0.009999999999999787,0.2599999999999998,0.0,Speech,2,AEQ078
222,11,0.2999999999999998,3.098591549295775,0.061170402825371256,0.06500000000000017,0.41000000000000014,0.009999999999999787,Speech,2,AEQ079
223,9,0.30000000000000027,3.2490974729241886,0.01922093765778455,0.019999999999999574,,,Speech,2,AEQ080
224,16,0.33999999999999986,3.0136986301369877,0.009816498172140387,0.019999999999999796,,,Speech,2,AEQ081
225,18,0.35999999999999943,2.8132992327365733,0.0169491217257039,0.025000000000000355,,,Speech,2,AEQ082
226,16,0.3199999999999996,3.133159268929507,0.03553700589355821,0.020000000000000462,0.21999999999999975,0.0,Speech,2,AEQ083
227,13,0.28,3.4383954154727783,0.02503028468705832,0.012500000000000622,0.2599999999999998,0.0,Speech,2,AEQ084
