,Clap_Count,ICI Median,Average Rate,ICI STD,ICI in quarts,Initial ICI Median,Initial ICI in quarts,Type,Instance,Participant
228,10,0.41500000000000004,2.67379679144385,0.10926013810067144,0.1899999999999999,0.21999999999999997,0.0,Speech,2,AEQ085
229,17,0.2999999999999998,3.2258064516129044,0.025385910352879733,0.0,,,Speech,2,AEQ087
230,24,0.2599999999999998,3.7500000000000018,0.012309149097933339,0.010000000000000231,0.2999999999999998,0.0,Speech,2,AEQ088
231,8,0.5000000000000001,1.353383458646617,0.5634590589484842,0.23000000000000087,0.6800000000000002,0.2499999999999999,Speech,2,AEQ089
232,16,0.2600000000000007,2.1001615508885303,0.3408210298073966,0.6200000000000001,0.8799999999999999,0.0,Speech,2,AER090
233,110,0.28000000000000114,3.6125654450261755,0.025058329225980138,0.02999999999999936,0.21999999999999975,0.029999999999999805,Music,3,ADQ001
234,122,0.259999999999998,3.9735099337748285,0.0122264949796408,0.02000000000000135,0.2400000000000002,0.019999999999999574,Music,3,ADQ003
235,102,0.3000000000000007,2.662517289073305,0.1949054663331991,0.03999999999999959,0.30000000000000027,0.01500000000000079,Music,3,ADQ004
236,90,0.3200000000000003,3.1317031317031314,0.05605871840022558,0.02999999999999936,0.2599999999999998,0.029999999999999805,Music,3,ADQ005
237,114,0.33999999999999986,2.9629629629629592,0.14593795710487265,0.040000000000004476,,,Music,3,ADQ006
238,84,0.33999999999999986,2.863157894736842,0.04902987747268835,0.020000000000000462,0.3599999999999999,4.440892098500626e-16,Music,3,ADQ007
239,69,0.28000000000000114,2.857142857142856,0.29564843987411793,0.0400000000000027,0.2599999999999998,0.020000000000000018,Music,3,ADQ008
240,68,0.33999999999999986,2.544642857142856,0.1396035830521638,0.040000000000000924,0.30000000000000004,0.0800000000000004,Music,3,ADQ009
241,83,0.33999999999999986,3.002207505518762,0.03038348692030495,0.02999999999999936,0.25,0.020000000000000573,Music,3,ADQ010
242,79,0.41999999999999904,2.3472557818432866,0.1281456692786479,0.10000000000000009,,,Music,3,ADQ011
243,72,0.379999999999999,2.3200943767204096,0.22491910358181924,0.019999999999999574,0.3900000000000001,0.010000000000000231,Music,3,ADQ012
244,28,0.2999999999999998,3.260869565217393,0.028539319431674967,0.050000000000000044,,,Music,3,ADQ013
245,94,0.33999999999999986,2.8749028749028778,0.06768723944956008,0.03999999999999915,0.2599999999999998,0.0,Music,3,ADQ014
246,84,0.33000000000000007,2.4715574735190255,0.2543988828644157,0.020000000000000018,,,Music,3,ADQ015
247,78,0.3200000000000003,2.616516762060504,0.19891346726734568,0.04000000000000015,2.3299999999999996,2.11,Music,3,ADQ016
248,76,0.28000000000000114,3.11332503113325,0.11145860401136945,0.020000000000003126,0.33999999999999986,0.4199999999999998,Music,3,ADQ018
249,98,0.33000000000000007,2.929687500000003,0.07016069072153258,0.054999999999999716,0.33999999999999986,0.0,Music,3,ADQ019
250,55,0.3199999999999994,2.6974951830443166,0.17084285829371115,0.05749999999999966,0.29000000000000004,0.029999999999999694,Music,3,ADQ020
251,80,0.22000000000000064,3.708791208791209,0.07679826459721142,0.08750000000000291,0.28000000000000025,0.11999999999999966,Music,3,ADQ021
252,99,0.3200000000000003,3.1919744642042875,0.020196242193976286,0.019999999999999574,,,Music,3,ADQ022
253,108,0.3200000000000003,3.1492842535787293,0.052419257313054614,0.019999999999999574,0.30000000000000027,0.020000000000000018,Music,3,ADQ023
254,100,0.3200000000000003,3.126376045794804,0.01916044718733099,0.03999999999999737,0.33999999999999986,0.010000000000000675,Music,3,ADQ024
255,106,0.3200000000000003,3.1037414965986385,0.016094044390400335,0.03000000000000025,,,Music,3,ADQ025
256,106,0.3349999999999982,3.047313552526066,0.024039441275580775,0.019999999999999574,0.2400000000000002,0.09999999999999964,Music,3,ADQ026
257,110,0.33999999999999986,2.7827327863003943,0.15943357321801513,0.010000000000001119,0.2999999999999998,0.010000000000000453,Music,3,ADQ027
258,86,0.33999999999999986,2.9092488059053405,0.019527433763307712,0.034999999999998366,,,Music,3,ADQ028
259,105,0.3200000000000003,3.1017911751856713,0.007263369688747203,0.004999999999999893,0.31000000000000005,0.03000000000000047,Music,3,ADQ029
260,108,0.3000000000000007,3.152585119798233,0.07960306934188344,0.07999999999999918,0.2599999999999998,0.0,Music,3,ADQ030
261,91,0.3000000000000007,3.1076066790352486,0.04833360626258334,0.045000000000003926,0.29000000000000004,0.04999999999999993,Music,3,ADQ031
262,100,0.3200000000000003,3.090988245537657,0.008960005030179505,0.004999999999999005,0.3200000000000003,0.019999999999999574,Music,3,ADQ032
263,84,0.3000000000000007,3.123257110987171,0.048822166032488304,0.03249999999999931,,,Music,3,ADQ033
264,75,0.4700000000000004,1.9086922878514325,0.2575799786291552,0.0799999999999983,0.4800000000000004,0.0,Music,3,ADQ034
265,59,0.5399999999999991,1.8343524180100064,0.049435036601815384,0.05750000000000011,0.54,0.0,Music,3,ADQ035
266,95,0.3299999999999992,2.4779915226605826,0.2950783125312938,0.019999999999999574,0.3000000000000007,0.010000000000000009,Music,3,ADQ036
267,110,0.3200000000000003,2.578893790295216,0.2695457842826729,0.019999999999999574,0.3200000000000003,0.010000000000000453,Music,3,ADQ037
268,111,0.3399999999999963,2.9377203290246787,0.02462914116640292,0.020000000000001572,0.31999999999999984,4.440892098500626e-16,Music,3,ADQ038
269,34,0.35999999999999943,2.749490835030553,0.023558135643249486,0.020000000000000462,,,Music,3,ADQ039
270,84,0.33000000000000007,2.6425066062665157,0.21802563148271567,0.0600000000000005,0.2699999999999998,0.035000000000000364,Music,3,ADQ040
271,106,0.3200000000000003,3.2200357781753106,0.03642042798121577,0.029999999999998028,,,Music,3,ADQ041
272,50,0.379999999999999,2.527075812274371,0.0637886318009594,0.027500000000000524,,,Music,3,ADQ042
273,99,0.29499999999999904,3.2535885167464107,0.060288303537744135,0.03250000000000064,0.26,0.02999999999999947,Music,3,ADQ043
274,94,0.3199999999999985,2.8700287002870053,0.13611201391230296,0.05999999999999872,0.3599999999999999,0.10000000000000009,Music,3,ADQ044
275,96,0.2900000000000009,3.376906318082787,0.02471840349171575,0.040000000000000924,,,Music,3,ADQ045
276,106,0.3200000000000003,2.9255319148936216,0.07702916865036524,0.06000000000000405,0.28000000000000025,0.040000000000000924,Music,3,ADQ046
277,117,0.28000000000000025,3.399433427762043,0.03487401874029712,0.05999999999999739,0.29000000000000004,0.009999999999999787,Music,3,ADQ047
278,64,0.45999999999999996,2.0701168614357264,0.12004901607775631,0.06749999999999945,,,Music,3,ADQ048
279,61,0.4399999999999995,2.1414004078857913,0.2907589341851768,0.21999999999999886,,,Music,3,ADQ049
280,45,0.5199999999999996,1.9653179190751437,0.06423852609839459,0.0600000000000005,,,Music,3,ADQ050
281,113,0.3200000000000003,3.122398001665281,0.04321452875475422,0.02499999999999858,0.29000000000000004,0.009999999999999787,Music,3,ADQ051
282,69,0.3200000000000003,2.1806853582554506,0.4062053236689036,0.060000000000002274,0.81,0.5100000000000002,Music,3,ADQ052
283,105,0.35999999999999943,2.792064658339459,0.0330135538353888,0.04999999999999982,0.44999999999999996,0.010000000000000453,Music,3,ADQ053
284,111,0.3200000000000003,3.0975303474256988,0.008683202216950984,0.00999999999999801,,,Music,3,ADQ054
285,72,0.3000000000000007,3.4082668600435078,0.031915417818698465,0.019999999999999796,0.23999999999999977,0.03000000000000047,Music,3,ADQ055
286,75,0.35999999999999943,2.533783783783787,0.22327657597368122,0.019999999999999574,,,Music,3,ADQ056
287,76,0.46000000000000085,2.0005264543300854,0.2367755247545805,0.040000000000000924,0.3900000000000001,0.050000000000000266,Music,3,ADQ057
288,58,0.29999999999999893,2.6443604964921756,0.17038771314010792,0.1899999999999995,0.28000000000000025,0.020000000000000462,Music,3,ADQ059
289,98,0.3200000000000003,2.682837192208746,0.10906496883831046,0.1999999999999993,0.27,0.010000000000000231,Music,3,ADQ060
290,107,0.33000000000000007,2.97067901234568,0.029806851455857642,0.02999999999999936,0.3800000000000001,0.06499999999999961,Music,3,ADQ061
291,82,0.3699999999999992,2.739182215164748,0.05189421333505395,0.05999999999999872,0.2400000000000002,0.10999999999999988,Music,3,ADQ062
292,95,0.30000000000000004,2.6808510638297873,0.3013980056478475,0.03999999999999959,0.2999999999999998,0.10999999999999999,Music,3,ADQ063
293,48,0.40000000000000213,2.2796352583586628,0.1369903778970025,0.07999999999999652,0.3599999999999999,4.440892098500626e-16,Music,3,ADQ064
294,94,0.3999999999999986,2.656477438136823,0.049591942194207594,0.08999999999999986,,,Music,3,ADQ065
295,106,0.3199999999999994,3.2538955087076067,0.029854779300515343,0.019999999999999574,0.2400000000000002,0.04999999999999982,Music,3,ADQ066
296,96,0.32500000000000195,2.758620689655172,0.12052247369958291,0.019999999999999574,0.31000000000000005,0.010000000000000231,Music,3,ADR067
297,126,0.26000000000000156,3.713123092573756,0.00976512603367628,0.019999999999999574,0.28000000000000025,0.020000000000000018,Music,3,ADR068
298,106,0.35999999999999943,2.7837259100642413,0.01726562764865158,0.037499999999996536,0.3200000000000003,0.019999999999999574,Music,3,ADR069
299,63,0.4800000000000004,1.8899388549194003,0.08344692287714754,0.12249999999999517,,,Music,3,ADR070
300,69,0.37499999999999956,2.517361111111112,0.17231950234750643,0.05999999999999872,0.2799999999999998,0.03999999999999959,Music,3,ADR071
301,92,0.3200000000000003,2.659574468085106,0.3303287778097382,0.029999999999997584,0.28,0.029999999999999805,Music,3,AEQ077
302,103,0.28000000000000114,2.8079371022089132,0.28847639527460606,0.020000000000006235,0.2600000000000007,0.11999999999999966,Music,3,AEQ078
303,87,0.29000000000000004,3.3232628398791566,0.03632531650968232,0.02000000000000135,0.3500000000000001,0.10499999999999987,Music,3,AEQ079
304,96,0.3000000000000007,3.1642624476500707,0.1355380621309601,0.040000000000000036,0.2599999999999998,0.020000000000000018,Music,3,AEQ080
305,101,0.2799999999999998,3.601108033240993,0.01497594224594409,0.019999999999999574,,,Music,3,AEQ081
306,90,0.3200000000000003,2.709260008087345,0.19956567494439184,0.019999999999999574,0.3400000000000003,4.440892098500626e-16,Music,3,AEQ082
307,92,0.3200000000000003,3.0979498861047814,0.025907158477993377,0.019999999999999574,0.2599999999999998,3.3306690738754696e-16,Music,3,AEQ083
308,62,0.3200000000000003,3.0670470756062755,0.05464776973986702,0.02999999999999936,0.6600000000000001,0.0,Music,3,AEQ084
309,42,0.41999999999999815,2.3917995444191353,0.10160271974557505,0.1549999999999997,,,Music,3,AEQ085
310,100,0.28000000000000114,3.355032548823236,0.04138653001371614,0.020000000000000573,0.2799999999999998,0.0900000000000003,Music,3,AEQ087
311,111,0.3200000000000003,3.2651284283848496,0.042163559690397916,0.06499999999999728,0.2400000000000002,0.049999999999999156,Music,3,AEQ088
312,70,0.5,1.9901853871319513,0.11384420179835714,0.10999999999999899,0.3599999999999999,0.06000000000000005,Music,3,AEQ089
313,110,0.28000000000000114,3.1615417929839733,0.13017623576985338,0.0600000000000005,,,Music,3,AER090
314,19,0.29999999999999893,2.9147982062780295,0.19171961364557952,0.019999999999999574,3.9200000000000004,0.0,Entrance,4,ADQ001
315,20,0.2999999999999998,3.144654088050316,0.06678323142825593,0.029999999999999805,,,Entrance,4,ADQ004
316,18,0.28000000000000114,3.179190751445086,0.1024073860972573,0.020000000000000462,,,Entrance,4,ADQ005
317,32,0.29000000000000004,3.422053231939163,0.012153699778283686,0.02000000000000024,0.28000000000000025,0.019999999999999574,Entrance,4,ADQ007
318,19,0.2599999999999998,2.7397260273972592,0.37332738090492806,0.03500000000000103,1.7599999999999998,0.0,Entrance,4,ADQ008
319,5,0.27999999999999936,2.272727272727275,0.35688466857889356,0.10000000000000009,,,Entrance,4,ADQ010
320,8,0.27999999999999936,3.571428571428576,0.0050000000000001155,8.881784197001252e-16,,,Entrance,4,ADQ011
321,23,0.3999999999999997,2.572347266881028,0.023909551787238963,0.042499999999999094,0.41000000000000014,0.009999999999999787,Entrance,4,ADQ012
322,6,0.2599999999999998,3.773584905660382,0.009258200997725317,0.004999999999999893,,,Entrance,4,ADQ013
323,15,0.6400000000000002,1.403508771929825,0.41243659799831195,0.5500000000000003,0.8200000000000003,0.42000000000000004,Entrance,4,ADQ014
324,26,0.28000000000000025,2.801120448179271,0.1462909861597049,0.10499999999999998,0.29000000000000004,0.4950000000000002,Entrance,4,ADQ016
325,16,0.2599999999999998,1.8624641833810884,0.7347151898908924,0.18999999999999995,,,Entrance,4,ADQ020
326,10,0.29999999999999893,2.554744525547448,0.15603723609324505,0.1900000000000004,,,Entrance,4,ADQ022
327,11,0.2650000000000001,3.41296928327645,0.08551153268549339,0.027500000000000524,,,Entrance,4,ADQ024
328,24,0.33000000000000007,2.880000000000001,0.04811818239630607,0.08750000000000002,0.41999999999999993,0.0,Entrance,4,ADQ025
329,32,0.3000000000000007,3.2758620689655165,0.010733344230134905,8.881784197001252e-16,0.3199999999999994,0.0600000000000005,Entrance,4,ADQ027
330,16,0.35999999999999943,2.7823240589198024,0.13357912394135982,0.0900000000000003,0.38000000000000034,0.04000000000000048,Entrance,4,ADQ029
331,27,0.2599999999999998,3.749999999999998,0.021269248984883193,0.01499999999999968,,,Entrance,4,ADQ030
332,20,0.24999999999999956,4.0000000000000036,0.021044171232366196,0.02000000000000035,0.23999999999999955,0.030000000000000138,Entrance,4,ADQ031
333,26,0.28000000000000025,2.2222222222222228,0.4465422712353222,0.009999999999999676,4.08,0.0,Entrance,4,ADQ032
334,14,0.40000000000000013,1.6047297297297294,0.567822865881204,0.3849999999999998,0.40000000000000013,0.19999999999999973,Entrance,4,ADQ033
335,8,0.2849999999999997,3.508771929824565,0.005773502691896647,0.010000000000000675,,,Entrance,4,ADQ034
336,31,0.28000000000000025,3.505535055350555,0.018964417280977027,0.019999999999999574,0.27,0.04999999999999982,Entrance,4,ADQ036
337,9,0.2400000000000002,3.3407572383073507,0.13019033685156448,0.05999999999999983,0.2999999999999998,0.20500000000000007,Entrance,4,ADQ037
338,18,0.33999999999999986,3.03867403314917,0.017002673586554554,0.02000000000000135,,,Entrance,4,ADQ039
339,12,0.2550000000000001,3.678160919540227,0.05878988008152411,0.07999999999999918,0.2999999999999998,0.1200000000000001,Entrance,4,ADQ040
340,16,0.3799999999999999,2.529510961214165,0.13015741385319693,0.17499999999999938,,,Entrance,4,ADQ041
341,22,0.5199999999999996,2.0408163265306127,0.2816691321391111,0.26000000000000023,0.5199999999999996,0.0,Entrance,4,ADQ044
342,20,0.33999999999999986,2.9478458049886633,0.002773500981126086,0.0,,,Entrance,4,ADQ046
343,26,0.2400000000000002,4.166666666666664,2.565770589705239e-16,0.0,,,Entrance,4,ADQ047
344,9,0.3200000000000003,2.6923076923076916,0.06718843437888464,0.10999999999999943,,,Entrance,4,ADQ050
345,26,0.3000000000000007,3.253796095444687,0.017099150633319703,0.020000000000000906,,,Entrance,4,ADQ051
346,13,0.46499999999999986,1.4144271570014142,0.5586302692996309,0.5375000000000003,,,Entrance,4,ADQ052
347,19,0.3200000000000003,3.1683168316831667,0.025289984842489295,0.022499999999999853,0.31000000000000005,0.010000000000000231,Entrance,4,ADQ053
348,17,0.41999999999999993,2.660753880266073,0.08887768237438733,0.15000000000000213,,,Entrance,4,ADQ054
349,29,0.33999999999999986,3.064516129032261,0.06370160701930569,0.11499999999999944,0.26000000000000023,0.030000000000000693,Entrance,4,ADQ055
350,13,0.29000000000000004,3.4682080924855465,0.013371158468430589,0.02000000000000013,,,Entrance,4,ADQ056
351,9,0.29999999999999893,3.4090909090909163,0.011547005383792526,0.010000000000000231,,,Entrance,4,ADQ057
352,16,0.4900000000000002,1.7241379310344827,0.2746548636337013,0.4175,0.4,0.6699999999999997,Entrance,4,ADQ058
353,10,0.47000000000000064,2.2516556291390715,0.24059974084382882,0.21999999999999975,0.5,0.9299999999999997,Entrance,4,ADQ059
354,17,0.34999999999999964,1.7293997965412005,0.7217274008768622,0.07000000000000028,0.5599999999999996,1.0700000000000003,Entrance,4,ADQ060
355,10,1.2999999999999998,0.7019783024888323,0.5938242776506134,0.7349999999999999,3.2199999999999998,0.0,Entrance,4,ADQ061
356,30,0.22000000000000064,4.249291784702548,0.023258383025317252,0.02499999999999991,,,Entrance,4,ADQ066
357,21,0.44000000000000017,2.334630350194552,0.031107025875572392,0.04750000000000043,0.3999999999999999,0.0,Entrance,4,ADR069
358,23,0.2599999999999998,3.7900874635568513,0.041740959408088585,0.009999999999999787,,,Entrance,4,AEQ079
359,3,0.5900000000000003,1.6949152542372872,0.22135943621178716,0.0,,,Entrance,4,AEQ080
360,29,0.27,3.555555555555555,0.05829522564784635,0.019999999999998574,0.24,0.06499999999999997,Entrance,4,AEQ081
361,9,0.28000000000000025,3.5483870967741917,0.036281725928676865,0.029999999999999805,,,Entrance,4,AEQ082
362,14,0.29000000000000004,3.2994923857868037,0.05072550564634058,0.040000000000000924,,,Entrance,4,AEQ084
363,18,0.30999999999999917,1.8779342723004708,0.40698075302566045,0.37750000000000017,0.9199999999999999,0.38,Entrance,4,AEQ085
364,19,0.45999999999999996,2.074235807860261,0.2047377441012014,0.13999999999999968,0.5200000000000002,0.6750000000000003,Entrance,4,AEQ088
365,125,0.2600000000000007,3.78192534381139,0.02238970078626977,0.03999999999999915,0.2599999999999998,0.0,Music,5,ADQ003
366,139,0.3200000000000003,2.5276461295418655,0.29032998079383354,0.05249999999999666,0.5,0.08000000000000007,Music,5,ADQ004
367,160,0.3299999999999983,3.0073150907613115,0.018609306980817454,0.020000000000000462,,,Music,5,ADQ005
368,148,0.35999999999999943,2.739043824701195,0.035081698999200786,0.029999999999998028,,,Music,5,ADQ006
369,89,0.3600000000000012,2.06640352913861,0.39114812928075815,0.07000000000000028,,,Music,5,ADQ007
370,156,0.3000000000000007,3.0922142462727775,0.07159135248283657,0.052499999999999325,,,Music,5,ADQ008
371,77,0.3399999999999963,3.0487804878048816,0.046877499933336765,0.019999999999999574,0.33999999999999986,0.020000000000000462,Music,5,ADQ009
372,127,0.3200000000000003,2.8998778998778993,0.0954815695471136,0.015000000000000568,,,Music,5,ADQ010
373,148,0.3000000000000007,3.3465871438038417,0.031883761657398424,0.019999999999999574,,,Music,5,ADQ011
374,130,0.35999999999999943,2.7992002285061415,0.023888944613183014,0.03999999999999915,,,Music,5,ADQ012
375,44,0.28000000000000114,3.2674118658641316,0.057022493128740574,0.034999999999999476,,,Music,5,ADQ013
376,117,0.3200000000000003,2.813215570821062,0.12307488850522902,0.029999999999997584,,,Music,5,ADQ014
377,70,0.4799999999999969,1.754801991937395,0.38807389934309094,0.34249999999999936,,,Music,5,ADQ015
378,117,0.3299999999999983,2.936431106808652,0.031810642431692175,0.03999999999999915,,,Music,5,ADQ016
379,107,0.3000000000000007,2.5278362925067697,0.24987877152527152,0.18000000000000504,0.2599999999999998,0.015000000000000013,Music,5,ADQ018
380,94,0.6200000000000001,1.4571128135796887,0.3655313472297003,0.560000000000004,,,Music,5,ADQ019
381,127,0.3200000000000003,2.3968656372436032,0.33055838821743866,0.040000000000000036,,,Music,5,ADQ020
382,166,0.3199999999999985,3.221847192390306,0.01592795133404204,0.019999999999999574,,,Music,5,ADQ022
383,114,0.28000000000000114,2.5402895383774884,0.3850431510155615,0.040000000000000924,,,Music,5,ADQ023
384,138,0.3100000000000005,3.2539416303253947,0.027708131474860728,0.03999999999999915,0.33999999999999986,0.0,Music,5,ADQ024
385,153,0.34999999999999964,2.8682170542635643,0.027352463292311596,0.03999999999999915,,,Music,5,ADQ025
386,147,0.33999999999999986,2.9169981437284522,0.06244457091718119,0.010000000000005116,,,Music,5,ADQ027
387,111,0.3399999999999963,2.4080444562053462,0.23999231774436566,0.0799999999999983,,,Music,5,ADQ028
388,151,0.350000000000001,2.7757125154894666,0.02842596901225598,0.03999999999999915,,,Music,5,ADQ029
389,181,0.3200000000000003,3.274853801169594,0.03249195524629334,0.05249999999999877,,,Music,5,ADQ030
390,158,0.3200000000000003,3.124999999999998,0.038626874041657454,0.0400000000000027,0.27999999999999936,0.029999999999999805,Music,5,ADQ031
391,146,0.3200000000000003,2.7836134453781507,0.21540967884346066,0.007499999999998952,,,Music,5,ADQ032
392,82,0.3200000000000003,2.5757048381482774,0.17316836457034337,0.057499999999998774,,,Music,5,ADQ033
393,101,0.4900000000000002,1.946162240814843,0.21254364639360274,0.07499999999999973,,,Music,5,ADQ034
394,63,0.5300000000000011,1.8011527377521601,0.23993445050792606,0.17999999999999705,,,Music,5,ADQ035
395,169,0.3200000000000003,3.1016657093624374,0.04558796304425166,0.022499999999999076,,,Music,5,ADQ036
396,87,0.3200000000000003,2.7894535727932723,0.1461607869672292,0.09999999999999787,,,Music,5,ADQ037
397,149,0.3400000000000034,2.685700459714493,0.059527762124528344,0.09500000000000242,,,Music,5,ADQ038
398,96,0.3500000000000014,2.3307711381105887,0.3683093287043047,0.0699999999999994,,,Music,5,ADQ040
399,149,0.3200000000000003,2.7327935222672046,0.24098333225426238,0.039999999999995595,,,Music,5,ADQ041
400,36,0.54,1.7358490566037725,0.20510678260489432,0.13500000000000068,,,Music,5,ADQ042
401,142,0.3200000000000003,2.894238571814984,0.07101997652613842,0.050000000000000266,,,Music,5,ADQ044
402,165,0.3200000000000003,3.058693855056495,0.029070221964714236,0.02000000000000135,,,Music,5,ADQ046
403,159,0.3200000000000003,3.068340306834033,0.012062182508666735,0.009999999999999787,,,Music,5,ADQ047
404,89,0.5,1.8254420992584144,0.09822855330406959,0.18000000000000327,,,Music,5,ADQ048
405,82,0.35999999999999943,2.2067363530778157,0.24711244688098757,0.20750000000000224,,,Music,5,ADQ049
406,59,0.3149999999999977,2.1201413427561797,0.42821150654743406,0.17249999999999854,,,Music,5,ADQ050
407,143,0.3299999999999983,2.7286902286902306,0.24903653173619758,0.019999999999999574,,,Music,5,ADQ051
408,84,0.3200000000000003,2.371409485637939,0.41275030817845404,0.09999999999999698,0.33999999999999986,0.009999999999999787,Music,5,ADQ052
409,101,0.3200000000000003,2.379733879222108,0.2953847104408509,0.1299999999999999,,,Music,5,ADQ053
410,162,0.3200000000000003,3.035320088300226,0.021453442812450332,0.01999999999999602,,,Music,5,ADQ054
411,124,0.3200000000000003,2.972894199941711,0.08166326919743311,0.03999999999999693,0.23999999999999977,0.020000000000000018,Music,5,ADQ055
412,95,0.3400000000000034,2.7218098267939195,0.10506141809490332,0.060000000000002274,,,Music,5,ADQ056
413,94,0.54,1.8163125428375606,0.09036255217499947,0.047500000000002984,,,Music,5,ADQ057
414,89,0.2749999999999986,3.79204892966361,0.027889352276201887,0.020000000000003126,,,Music,5,ADQ058
415,129,0.33000000000000096,2.7361899845121305,0.09392126464906375,0.060000000000005826,,,Music,5,ADQ059
416,163,0.33000000000000007,3.0190828823696942,0.012474952442980707,0.019999999999999574,,,Music,5,ADQ060
417,169,0.33000000000000007,3.023699264505588,0.022831864165985788,0.019999999999999574,,,Music,5,ADQ061
418,121,0.38000000000000256,2.6322716504343218,0.05277156794940245,0.03249999999999886,,,Music,5,ADQ062
419,92,0.30999999999999517,2.47905027932961,0.3213495811727771,0.05000000000000071,0.47999999999999954,0.0,Music,5,ADQ063
420,111,0.3799999999999999,2.6751962779877885,0.028355761524915982,0.03999999999999915,,,Music,5,ADQ065
421,92,0.3000000000000007,2.058371735791092,0.4975520355114736,0.059999999999996945,,,Music,5,ADQ066
422,136,0.33000000000000007,2.7290936404606914,0.1452808451074946,0.020000000000000018,,,Music,5,ADR067
423,180,0.3000000000000007,3.3323415650104153,0.022158135012517146,0.040000000000000924,,,Music,5,ADR068
424,140,0.379999999999999,2.6246087165904193,0.030244220572129495,0.03999999999999826,0.39999999999999947,0.0,Music,5,ADR069
425,116,0.46000000000000085,2.139885080245693,0.03904482163138997,0.040000000000004476,,,Music,5,ADR070
426,82,0.5200000000000014,1.9781578405110243,0.16896508385285863,0.2724999999999984,,,Music,5,ADR071
427,170,0.30000000000000426,3.2624526653073063,0.011045346452224368,0.01999999999999602,,,Music,5,AEQ078
428,132,0.3100000000000005,2.7340513670256823,0.330633562839128,0.054999999999999716,,,Music,5,AEQ079
429,149,0.3200000000000003,3.2017407522536536,0.0401517680487602,0.020000000000003126,,,Music,5,AEQ080
430,118,0.28000000000000114,2.6983617089624126,0.26967339099061355,0.10999999999999943,,,Music,5,AEQ081
431,117,0.3200000000000003,2.6681805279591266,0.20265298866232567,0.0600000000000005,,,Music,5,AEQ082
432,117,0.3399999999999963,2.871105681124009,0.06749971402364485,0.037499999999999645,0.31000000000000005,0.029999999999999805,Music,5,AEQ083
433,88,0.3200000000000003,2.7351067815661283,0.15895480054064495,0.009999999999999787,,,Music,5,AEQ084
434,90,0.5,1.9578026991066353,0.156453897991836,0.09999999999999787,,,Music,5,AEQ085
435,152,0.27499999999999725,3.5686578743211785,0.029686207285707936,0.019999999999999574,,,Music,5,AEQ087
436,177,0.3200000000000003,3.157020216006646,0.08826243665317604,0.05999999999999872,0.2599999999999998,0.020000000000000018,Music,5,AEQ088
437,73,0.509999999999998,1.7941640378548884,0.23988346784236322,0.21500000000000252,,,Music,5,AEQ089
438,93,0.3000000000000007,2.0512820512820507,0.406527161864165,0.13499999999999845,,,Music,5,AER090
439,28,1.2299999999999995,0.9891662741403668,0.775860198501668,1.4199999999999997,1.66,0.0,Entrance,6,ADQ001
440,15,0.379999999999999,1.8556701030927847,0.34681557887677744,0.21999999999999886,,,Entrance,6,ADQ003
441,38,0.29999999999999893,2.905569007263926,0.1488774420576309,2.220446049250313e-15,,,Entrance,6,ADQ004
442,42,0.3199999999999994,3.155339805825244,0.012890067732709523,0.007500000000000284,,,Entrance,6,ADQ005
443,40,0.3199999999999994,3.2133676092544974,0.011661903789690516,0.019999999999999574,,,Entrance,6,ADQ006
444,37,0.33999999999999986,2.8391167192429023,0.02750291359856716,0.04999999999999982,,,Entrance,6,ADQ007
445,30,0.33999999999999986,3.1172069825436406,0.04517742799230605,0.0600000000000005,,,Entrance,6,ADQ009
446,27,0.34000000000000075,3.019538188277089,0.02712986199310135,0.0500000000000016,,,Entrance,6,ADQ011
447,35,0.3200000000000003,3.120567375886524,0.014301938838683675,0.017500000000000737,,,Entrance,6,ADQ012
448,25,0.2599999999999998,3.7815126050420154,0.020065253028181764,1.7763568394002505e-15,0.26,0.02999999999999997,Entrance,6,ADQ013
449,36,0.2600000000000007,3.7383177570093458,0.024715775634549495,0.02250000000000063,0.30000000000000004,0.10000000000000031,Entrance,6,ADQ014
450,44,0.26000000000000045,3.703703703703703,0.035440090293338375,1.7763568394002505e-15,,,Entrance,6,ADQ017
451,20,0.2599999999999998,3.4862385321100917,0.07965569182278232,0.06500000000000039,0.19999999999999996,0.0,Entrance,6,ADQ019
452,22,0.27999999999999936,2.941176470588236,0.07971540286886554,0.11000000000000298,,,Entrance,6,ADQ020
453,30,0.40000000000000036,2.2707423580786013,0.14456779085898128,0.09749999999999881,,,Entrance,6,ADQ022
454,40,0.3000000000000007,3.280839895013122,0.01417744687875758,0.019999999999997797,,,Entrance,6,ADQ023
455,30,0.2999999999999998,2.080123266563944,0.3634971793978592,0.3200000000000003,0.7599999999999998,0.0,Entrance,6,ADQ025
456,19,0.36999999999999966,2.486187845303868,0.2365078174446213,0.1375000000000004,,,Entrance,6,ADQ027
457,22,0.3200000000000003,2.1951219512195124,0.4893271151704407,0.14500000000000013,0.26,0.05500000000000049,Entrance,6,ADQ028
458,27,0.38000000000000167,2.56739409499358,0.02089447169392938,0.02250000000000041,,,Entrance,6,ADQ029
459,25,0.46000000000000085,1.630434782608695,0.41840968758701863,0.4749999999999981,0.53,0.4599999999999999,Entrance,6,ADQ030
460,26,0.2999999999999998,3.2305433186490475,0.034153333899492766,1.6653345369377348e-15,,,Entrance,6,ADQ031
